#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 dsdu_ut entropy mass h_squared 
4700 368060.9342039456 76.17578826253366 33.85986370133086 0.07516812105481051 0.08976638917446211 237.55735032584926 0.36804011825174765 0.6515674140888033 -7.677758984174505e-6 1.569075092803998e8 5619.927979669327 3.167913188266398e7
4750 371867.8238393259 76.0990925874232 32.833386952966656 0.07590403855560897 0.09059484203551396 213.7213304267898 0.36153019232956957 0.6507760234942073 -7.55072766916135e-6 1.5690750925091222e8 5619.927979669264 3.1679134822728865e7
4800 375671.05523160956 76.03729799090107 31.99837828639439 0.07685923216438686 0.09131381785991965 203.2575336816226 0.35724708970207797 0.6604152920163171 -7.881744897122705e-6 1.569075092212577e8 5619.927979669318 3.167920773617191e7
4850 379472.14125098294 76.01220061414854 32.24016085947899 0.07744191042796036 0.09181462696505291 214.09128704996056 0.3560917591611808 0.6671115944781593 -7.639310137115048e-6 1.569075091921296e8 5619.927979669305 3.167913138201842e7
4900 383272.6951050493 76.01316254538322 33.21108809655531 0.07768917950136997 0.09214458938524356 224.33501992498896 0.36374218780237993 0.6665659028955144 -7.398737169408392e-6 1.56907509163346e8 5619.927979669336 3.167897113972448e7
4950 387073.70186561847 76.02847575927336 34.00441399627113 0.07806218377338313 0.09244580778323068 226.8092195160234 0.36661911992397134 0.6611542845066455 -7.436380650594689e-6 1.569075091352798e8 5619.9279796693345 3.167897139344879e7
5000 390875.6719530059 76.05010771942453 34.18623346169042 0.0787582407234414 0.09279301194300532 224.0950807218851 0.3672324797191747 0.6551757538121357 -7.4904966711181255e-6 1.5690750910702935e8 5619.927979669353 3.1679147639476765e7
5050 394678.6907111972 76.06946640917033 33.97543942670419 0.07955618512778571 0.09318148875808721 220.92427377302374 0.3725233205198146 0.6515466914499317 -7.586210982659005e-6 1.569075090783432e8 5619.927979669293 3.1679271905656707e7
5100 398482.5263681869 76.08255131919833 33.83481944999748 0.08021320137153602 0.09360246920597536 220.41084277243226 0.37583795670263737 0.651061606014032 -7.692194613983513e-6 1.5690750904928097e8 5619.927979669275 3.1679233723369084e7
5150 402286.81657508307 76.08718690352038 34.01252126118613 0.08072108231026516 0.0940253976651841 222.73012942101468 0.3771630704023447 0.6527209021891256 -7.72829784475979e-6 1.5690750901997417e8 5619.927979669318 3.1679104224559378e7
5200 406091.0685141853 76.081431087388 34.39727385903986 0.08120943709038696 0.09440131882449204 225.25654290052353 0.37771300448760925 0.654812987267637 -7.789956344006393e-6 1.5690750899046627e8 5619.927979669336 3.167898816281055e7
5250 409894.81235253875 76.06755201690162 34.77005746952533 0.08173918864465034 0.09474692650631575 225.98492827109658 0.37863456886561864 0.6560422450057534 -7.8603430932264e-6 1.5690750896070543e8 5619.927979669303 3.1678932925247476e7
5300 413697.7492914273 76.05005692910935 34.98568143496911 0.08229463995916542 0.09515926939446409 224.8162658704996 0.38036425947475766 0.6559052878255264 -7.926439801321162e-6 1.5690750893067122e8 5619.927979669359 3.1678920080089666e7
5350 417499.82192600396 76.03397622911434 34.97316983102254 0.08286059190288832 0.09568292847343456 222.72356299391413 0.3827130402566226 0.6545544574133249 -7.908149249437244e-6 1.5690750890053147e8 5619.927979669318 3.1678902569321357e7
